ActivitySiteID,ActivityDescription,BookingStartTime,MaxBookees,Number_Booked,Price_INR,BookingEndDateTime,DynamicPrice
SBP,Body Con 10.30-11.30am,10:30:00,0.518269457,0.937761171,-0.697769841,22-04-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.186921147,0.516826101,-0.697769841,23-04-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.518269457,1.253462473,-0.697769841,29-04-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.186921147,0.727293636,-0.697769841,30-04-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.518269457,0.201124798,-0.697769841,06-05-2018,-0.63
SBP,Body Con 10.30-11.30am,10:30:00,0.186921147,0.937761171,-0.697769841,07-05-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.518269457,1.148228706,-0.697769841,13-05-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.186921147,0.516826101,-0.697769841,14-05-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.518269457,0.727293636,-0.697769841,20-05-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.186921147,-0.009342736,-0.697769841,21-05-2018,-0.63
SBP,Body Con 10.30-11.30am,10:30:00,0.518269457,0.832527403,-0.697769841,27-05-2018,-0.84
SBP,Body Con 10.30-11.30am,10:30:00,0.186921147,1.042994938,-0.697769841,28-05-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-1.166914178,-0.697769841,04-04-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.956446644,-0.697769841,11-04-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.745979109,-0.697769841,18-04-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.640745341,-0.697769841,25-04-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.535511574,-0.697769841,02-05-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.535511574,-0.697769841,09-05-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.430277806,-0.697769841,16-05-2018,-0.7
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.640745341,-0.697769841,23-05-2018,-0.84
TSC,Body Con 11.30am-12.30pm,11:30:00,-0.542045134,-0.640745341,-0.697769841,30-05-2018,-0.84
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,0.937761171,-0.697769841,04-04-2018,-0.92
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,0.411592333,-0.697769841,11-04-2018,-0.92
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,0.306358566,-0.697769841,18-04-2018,-0.92
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,0.201124798,-0.697769841,25-04-2018,-0.92
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,0.516826101,-0.697769841,02-05-2018,-0.92
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,1.042994938,-0.697769841,16-05-2018,-0.92
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,-0.009342736,-0.697769841,23-05-2018,-0.69
BRP,Body Con 4.30-5.30pm,16:30:00,0.186921147,0.727293636,-0.697769841,30-05-2018,-0.92
BRP,Body Cond  11-12noon,11:00:00,0.186921147,0.937761171,-0.697769841,02-04-2018,-0.92
BRP,Body Cond  11-12noon,11:00:00,0.186921147,0.095891031,-0.697769841,09-04-2018,-0.77
BRP,Body Cond  11-12noon,11:00:00,0.186921147,0.516826101,-0.697769841,16-04-2018,-0.92
BRP,Body Cond  11-12noon,11:00:00,0.186921147,0.095891031,-0.697769841,23-04-2018,-0.77
BRP,Body Cond  11-12noon,11:00:00,0.186921147,1.042994938,-0.697769841,30-04-2018,-0.92
BRP,Body Cond  11-12noon,11:00:00,0.186921147,0.622059868,-0.697769841,07-05-2018,-0.92
BRP,Body Cond  11-12noon,11:00:00,0.186921147,0.201124798,-0.697769841,14-05-2018,-0.92
BRP,Body Cond  11-12noon,11:00:00,0.186921147,0.095891031,-0.697769841,28-05-2018,-0.77
SBP,Body Cond 10-11am,10:00:00,0.186921147,1.253462473,-0.697769841,06-04-2018,-0.84
SBP,Body Cond 10-11am,10:00:00,0.186921147,-0.219810271,-0.697769841,13-04-2018,-0.63
SBP,Body Cond 10-11am,10:00:00,0.186921147,1.042994938,-0.697769841,20-04-2018,-0.84
SBP,Body Cond 10-11am,10:00:00,0.186921147,1.463930008,-0.697769841,27-04-2018,-0.84
SBP,Body Cond 10-11am,10:00:00,0.186921147,1.463930008,-0.697769841,04-05-2018,-0.84
SBP,Body Cond 10-11am,10:00:00,0.186921147,1.569163775,-0.697769841,11-05-2018,-0.84
SBP,Body Cond 10-11am,10:00:00,0.186921147,0.411592333,-0.697769841,25-05-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,0.306358566,-0.697769841,04-04-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,0.832527403,-0.697769841,11-04-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,1.042994938,-0.697769841,18-04-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,1.674397543,-0.697769841,25-04-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,0.727293636,-0.697769841,02-05-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,1.463930008,-0.697769841,09-05-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,0.622059868,-0.697769841,16-05-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,0.411592333,-0.697769841,23-05-2018,-0.84
SBP,Body Cond 10.30-11.30am,10:30:00,0.186921147,-0.114576504,-0.697769841,30-05-2018,-0.63
BRP,Body Cond 11-12,11:00:00,0.186921147,1.148228706,-0.697769841,07-04-2018,-0.92
BRP,Body Cond 11-12,11:00:00,0.186921147,1.042994938,-0.697769841,21-04-2018,-0.92
BRP,Body Cond 11-12,11:00:00,0.186921147,0.937761171,-0.697769841,28-04-2018,-0.92
BRP,Body Cond 11-12,11:00:00,0.186921147,0.411592333,-0.697769841,05-05-2018,-0.92
BRP,Body Cond 11-12,11:00:00,0.186921147,0.095891031,-0.697769841,12-05-2018,-0.77
BRP,Body Cond 11-12,11:00:00,0.186921147,-0.535511574,-0.697769841,19-05-2018,-0.69
HXP,Body Cond 12.00 - 1.00pm,12:00:00,-0.475775472,0.516826101,-0.697769841,06-04-2018,-0.69
HXP,Body Cond 12.00 - 1.00pm,12:00:00,-0.475775472,0.411592333,-0.697769841,13-04-2018,-0.69
HXP,Body Cond 12.00 - 1.00pm,12:00:00,-0.475775472,-0.219810271,-0.697769841,20-04-2018,-0.69
HXP,Body Cond 12.00 - 1.00pm,12:00:00,-0.475775472,0.832527403,-0.697769841,27-04-2018,-0.69
HXP,Body Cond 12.00 - 1.00pm,12:00:00,-0.475775472,0.832527403,-0.697769841,04-05-2018,-0.69
HXP,Body Cond 12.00 - 1.00pm,12:00:00,-0.475775472,0.095891031,-0.697769841,11-05-2018,-0.69
HXP,Body Cond 12.00 - 1.00pm,12:00:00,-0.475775472,0.832527403,-0.697769841,18-05-2018,-0.69
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,0.095891031,-0.697769841,04-04-2018,-0.77
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,-0.535511574,-0.697769841,11-04-2018,-0.69
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,-0.535511574,-0.697769841,25-04-2018,-0.69
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,-0.430277806,-0.697769841,02-05-2018,-0.69
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,-0.009342736,-0.697769841,09-05-2018,-0.69
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,-0.640745341,-0.697769841,16-05-2018,-0.69
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,-0.009342736,-0.697769841,23-05-2018,-0.69
BRP,Body Cond 12.00-12.45pm,12:00:00,0.186921147,-0.114576504,-0.697769841,30-05-2018,-0.69
NBL,Body Cond 12.45-1.45pm,12:45:00,1.843662696,-1.166914178,-0.697769841,06-04-2018,-0.63
NBL,Body Cond 12.45-1.45pm,12:45:00,1.843662696,-0.640745341,-0.697769841,13-04-2018,-0.63
NBL,Body Cond 12.45-1.45pm,12:45:00,1.843662696,-0.535511574,-0.697769841,20-04-2018,-0.63
NBL,Body Cond 12.45-1.45pm,12:45:00,1.843662696,-0.956446644,-0.697769841,27-04-2018,-0.63
NBL,Body Cond 12.45-1.45pm,12:45:00,1.843662696,-1.272147946,-0.697769841,11-05-2018,-0.63
NBL,Body Cond 12.45-1.45pm,12:45:00,1.843662696,-0.956446644,-0.697769841,25-05-2018,-0.63
HXP,Body Cond 3.50pm - 4.50pm,15:50:00,-0.475775472,-0.430277806,-0.697769841,08-04-2018,-0.92
HXP,Body Cond 3.50pm - 4.50pm,15:50:00,-0.475775472,-0.325044039,-0.697769841,15-04-2018,-0.77
HXP,Body Cond 3.50pm - 4.50pm,15:50:00,-0.475775472,-0.640745341,-0.697769841,22-04-2018,-0.92
HXP,Body Cond 3.50pm - 4.50pm,15:50:00,-0.475775472,-1.061680411,-0.697769841,29-04-2018,-0.92
HXP,Body Cond 3.50pm - 4.50pm,15:50:00,-0.475775472,-1.166914178,-0.697769841,13-05-2018,-0.92
HXP,Body Cond 3.50pm - 4.50pm,15:50:00,-0.475775472,-0.956446644,-0.697769841,20-05-2018,-0.92
HXP,Body Cond 3.50pm - 4.50pm,15:50:00,-0.475775472,-1.482615481,-0.697769841,27-05-2018,-0.92
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,0.095891031,-0.697769841,03-04-2018,-0.7
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,0.095891031,-0.697769841,10-04-2018,-0.7
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,0.306358566,-0.697769841,17-04-2018,-0.84
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,0.306358566,-0.697769841,24-04-2018,-0.84
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,1.358696241,-0.697769841,01-05-2018,-0.84
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,0.727293636,-0.697769841,08-05-2018,-0.84
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,1.042994938,-0.697769841,15-05-2018,-0.84
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,0.937761171,-0.697769841,22-05-2018,-0.84
SBP,Body Cond 5.00-6.00pm,17:00:00,0.186921147,-0.009342736,-0.697769841,29-05-2018,-0.63
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,1.674397543,-0.697769841,03-04-2018,-0.96
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,1.77963131,-0.697769841,10-04-2018,-0.96
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,1.990098845,-0.697769841,17-04-2018,-0.96
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,2.937202752,-0.697769841,24-04-2018,-0.96
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,1.884865078,-0.697769841,01-05-2018,-0.96
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,0.937761171,-0.697769841,08-05-2018,-0.8
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,1.884865078,-0.697769841,15-05-2018,-0.96
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,1.253462473,-0.697769841,22-05-2018,-0.8
NBL,Body Cond 6.30-7.30pm,18:30:00,1.843662696,0.411592333,-0.697769841,29-05-2018,-0.72
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,-0.009342736,-0.697769841,04-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,-0.114576504,-0.697769841,09-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.306358566,-0.697769841,11-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.201124798,-0.697769841,16-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.201124798,-0.697769841,18-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.727293636,-0.697769841,23-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,-0.219810271,-0.697769841,25-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.095891031,-0.697769841,30-04-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.516826101,-0.697769841,02-05-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.832527403,-0.697769841,09-05-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.937761171,-0.697769841,14-05-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.411592333,-0.697769841,16-05-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.832527403,-0.697769841,21-05-2018,-0.79
HXP,Body Cond 7.30-8.30pm,19:30:00,-0.475775472,0.306358566,-0.697769841,23-05-2018,-0.79
BRP,Body Cond 8.00-9.00pm,20:00:00,0.186921147,1.569163775,-0.697769841,09-04-2018,-1.06
BRP,Body Cond 8.00-9.00pm,20:00:00,0.186921147,1.358696241,-0.697769841,16-04-2018,-1.06
BRP,Body Cond 8.00-9.00pm,20:00:00,0.186921147,1.569163775,-0.697769841,23-04-2018,-1.06
BRP,Body Cond 8.00-9.00pm,20:00:00,0.186921147,1.77963131,-0.697769841,30-04-2018,-1.06
BRP,Body Cond 8.00-9.00pm,20:00:00,0.186921147,0.727293636,-0.697769841,14-05-2018,-1.06
BRP,Body Cond 8.00-9.00pm,20:00:00,0.186921147,1.569163775,-0.697769841,21-05-2018,-1.06
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,-0.745979109,-0.697769841,07-04-2018,-0.96
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,-0.851212876,-0.697769841,14-04-2018,-0.96
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,-0.956446644,-0.697769841,21-04-2018,-0.96
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,-0.535511574,-0.697769841,28-04-2018,-0.96
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,0.095891031,-0.697769841,05-05-2018,-0.72
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,-0.535511574,-0.697769841,12-05-2018,-0.96
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,-0.430277806,-0.697769841,19-05-2018,-0.8
TSC,Body Cond 9.30-10.15am,09:30:00,-0.542045134,-0.009342736,-0.697769841,26-05-2018,-0.72
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,-0.114576504,-0.697769841,03-04-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,0.622059868,-0.697769841,10-04-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,0.832527403,-0.697769841,17-04-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,0.622059868,-0.697769841,24-04-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,-0.009342736,-0.697769841,01-05-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,0.411592333,-0.697769841,08-05-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,0.622059868,-0.697769841,15-05-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,0.832527403,-0.697769841,22-05-2018,-0.69
HXP,Body Condition 10 -11am,10:00:00,-0.475775472,0.306358566,-0.697769841,29-05-2018,-0.69
BRP,Body Conditioning,18:30:00,0.186921147,1.253462473,-0.697769841,03-04-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.148228706,-0.697769841,10-04-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.253462473,-0.697769841,17-04-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.569163775,-0.697769841,24-04-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.358696241,-0.697769841,01-05-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.253462473,-0.697769841,08-05-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.463930008,-0.697769841,15-05-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.463930008,-0.697769841,22-05-2018,-1.06
BRP,Body Conditioning,18:30:00,0.186921147,1.042994938,-0.697769841,29-05-2018,-1.06
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,-0.325044039,-0.697769841,04-04-2018,-0.77
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,-0.535511574,-0.697769841,11-04-2018,-0.92
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,-0.114576504,-0.697769841,18-04-2018,-0.69
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,0.095891031,-0.697769841,25-04-2018,-0.69
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,-0.535511574,-0.697769841,02-05-2018,-0.92
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,-0.219810271,-0.697769841,09-05-2018,-0.69
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,-0.114576504,-0.697769841,16-05-2018,-0.69
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,0.306358566,-0.697769841,23-05-2018,-0.69
HXP,Body Conditioning 10-11am,10:00:00,-0.475775472,-0.114576504,-0.697769841,30-05-2018,-0.69
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.430277806,-0.697769841,01-04-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.325044039,-0.697769841,06-04-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,0.095891031,-0.697769841,08-04-2018,-0.63
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.219810271,-0.697769841,13-04-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,0.411592333,-0.697769841,15-04-2018,-0.63
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.430277806,-0.697769841,20-04-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.325044039,-0.697769841,22-04-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.430277806,-0.697769841,27-04-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.009342736,-0.697769841,29-04-2018,-0.63
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.219810271,-0.697769841,04-05-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.219810271,-0.697769841,06-05-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.325044039,-0.697769841,11-05-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.009342736,-0.697769841,13-05-2018,-0.63
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,0.622059868,-0.697769841,18-05-2018,-0.63
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.430277806,-0.697769841,20-05-2018,-0.84
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.114576504,-0.697769841,25-05-2018,-0.7
TSC,Body Conditioning 10-11am,10:00:00,-0.144427162,-0.114576504,-0.697769841,27-05-2018,-0.7
BRP,Body Conditioning 11.30am,11:30:00,0.186921147,-0.535511574,-0.697769841,26-05-2018,-0.69
SBP,Body Conditioning 8-9pm,20:00:00,0.186921147,-0.851212876,-0.697769841,09-04-2018,-0.72
SBP,Body Conditioning 8-9pm,20:00:00,0.186921147,-0.325044039,-0.697769841,16-04-2018,-0.72
SBP,Body Conditioning 8-9pm,20:00:00,0.186921147,-0.325044039,-0.697769841,23-04-2018,-0.72
SBP,Body Conditioning 8-9pm,20:00:00,0.186921147,-0.535511574,-0.697769841,30-04-2018,-0.72
SBP,Body Conditioning 8-9pm,20:00:00,0.186921147,-0.430277806,-0.697769841,14-05-2018,-0.72
SBP,Body Conditioning 8-9pm,20:00:00,0.186921147,-0.430277806,-0.697769841,21-05-2018,-0.72
NBL,Body Pump  5.45-6.45pm,16:30:00,1.843662696,2.62150145,0.187438174,02-04-2018,0.22
NBL,Body Pump  5.45-6.45pm,17:45:00,1.843662696,2.516267683,0.187438174,09-04-2018,0.22
NBL,Body Pump  5.45-6.45pm,17:45:00,1.843662696,4.094774194,0.187438174,16-04-2018,0.22
NBL,Body Pump  5.45-6.45pm,17:45:00,1.843662696,3.147670287,0.187438174,23-04-2018,0.22
NBL,Body Pump  5.45-6.45pm,17:45:00,1.843662696,1.990098845,0.187438174,30-04-2018,0.22
NBL,Body Pump  5.45-6.45pm,16:30:00,1.843662696,-0.009342736,0.187438174,07-05-2018,0.17
NBL,Body Pump  5.45-6.45pm,17:45:00,1.843662696,1.884865078,0.187438174,14-05-2018,0.22
NBL,Body Pump  5.45-6.45pm,17:45:00,1.843662696,1.990098845,0.187438174,21-05-2018,0.22
NBL,Body Pump  5.45-6.45pm,14:00:00,1.843662696,0.622059868,0.187438174,28-05-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-0.640745341,0.187438174,05-04-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-1.061680411,0.187438174,12-04-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-0.956446644,0.187438174,19-04-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-0.851212876,0.187438174,26-04-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-0.535511574,0.187438174,03-05-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-0.956446644,0.187438174,10-05-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-0.956446644,0.187438174,17-05-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-0.851212876,0.187438174,24-05-2018,0.17
NBL,Body Pump 12.30-1.30pm,12:30:00,1.843662696,-1.272147946,0.187438174,31-05-2018,0.17
NBL,Body Pump 8.00-9.00pm,20:00:00,1.843662696,0.937761171,0.187438174,05-04-2018,0.22
NBL,Body Pump 8.00-9.00pm,20:00:00,1.843662696,-0.219810271,0.187438174,12-04-2018,0.19
NBL,Body Pump 8.00-9.00pm,20:00:00,1.843662696,1.253462473,0.187438174,19-04-2018,0.22
NBL,Body Pump 8.00-9.00pm,20:00:00,1.843662696,0.516826101,0.187438174,26-04-2018,0.19
NBL,Body Pump 8.00-9.00pm,20:00:00,1.843662696,-0.219810271,0.187438174,10-05-2018,0.19
NBL,Body Pump 8.00-9.00pm,20:00:00,1.843662696,1.358696241,0.187438174,17-05-2018,0.22
NBL,Body Pump 8.00-9.00pm,20:00:00,1.843662696,0.516826101,0.187438174,31-05-2018,0.19
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,1.253462473,0.187438174,07-04-2018,0.22
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,3.46337159,0.187438174,14-04-2018,0.26
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,2.305800148,0.187438174,21-04-2018,0.26
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,1.358696241,0.187438174,28-04-2018,0.22
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,1.569163775,0.187438174,05-05-2018,0.26
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,2.20056638,0.187438174,12-05-2018,0.26
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,2.20056638,0.187438174,19-05-2018,0.26
NBL,Body Pump 9.00-10.00am,09:00:00,1.843662696,1.674397543,0.187438174,26-05-2018,0.26
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-1.061680411,-0.697769841,03-04-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-0.956446644,-0.697769841,10-04-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-0.640745341,-0.697769841,17-04-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-0.535511574,-0.697769841,24-04-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-1.061680411,-0.697769841,01-05-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-1.061680411,-0.697769841,08-05-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-0.745979109,-0.697769841,15-05-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-0.745979109,-0.697769841,22-05-2018,-0.92
HXP,Bodycondition 12.30-13.30,12:30:00,-0.475775472,-0.640745341,-0.697769841,29-05-2018,-0.92
NBL,Chair Based Exercise,13:00:00,1.180966077,-1.587849248,0.187438174,05-04-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-1.482615481,0.187438174,12-04-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-1.166914178,0.187438174,19-04-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-0.956446644,0.187438174,26-04-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-0.745979109,0.187438174,03-05-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-1.166914178,0.187438174,10-05-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-0.851212876,0.187438174,17-05-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-1.166914178,0.187438174,24-05-2018,0.17
NBL,Chair Based Exercise,13:00:00,1.180966077,-0.851212876,0.187438174,31-05-2018,0.17
TSC,Circuits 5.30-6.30pm,17:30:00,1.180966077,-0.640745341,1.452021052,09-04-2018,1.31
TSC,Circuits 5.30-6.30pm,17:30:00,1.180966077,-0.325044039,1.452021052,16-04-2018,1.31
TSC,Circuits 5.30-6.30pm,17:30:00,1.180966077,-1.061680411,1.452021052,23-04-2018,1.31
TSC,Circuits 5.30-6.30pm,17:30:00,1.180966077,-0.219810271,1.452021052,30-04-2018,1.31
TSC,Circuits 5.30-6.30pm,17:30:00,1.180966077,-1.061680411,1.452021052,14-05-2018,1.31
TSC,Circuits 5.30-6.30pm,17:30:00,1.180966077,-0.430277806,1.452021052,21-05-2018,1.31
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-0.325044039,1.452021052,03-04-2018,1.5
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-0.114576504,1.452021052,10-04-2018,1.5
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-0.535511574,1.452021052,17-04-2018,1.67
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-0.745979109,1.452021052,24-04-2018,2
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-0.114576504,1.452021052,01-05-2018,1.5
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-1.061680411,1.452021052,08-05-2018,2
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-0.745979109,1.452021052,15-05-2018,2
SBP,Circuits 7 -7.45 Am,07:00:00,-0.807123782,-0.640745341,1.452021052,22-05-2018,1.67
